Tag_Tuple,Tag1_Count,Tag2_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('Cheating', 'Robert Male Bodybase')",396,223,0.006204,0.003494,1.6e-05,0.009697
"('Magic - Spells', 'Shivering Isles')",614,708,0.009619,0.011092,0.001473,0.020711
"('Audio - Music', 'Clothing')",203,1016,0.00318,0.015917,0.000423,0.019097
"('Related to Movies/TV/Other Games', 'Clothing')",478,1016,0.007488,0.015917,0.001034,0.023405
"('Classes component', 'Locations - Player-Owned')",117,1130,0.001833,0.017703,0.000188,0.019536
"('Animation - Modified', 'Utilities for Players')",148,368,0.002319,0.005765,0.000125,0.008084
"('Companion Friendly', 'Video')",368,128,0.005765,0.002005,7.8e-05,0.00777
"('Companions', 'Related to Movies/TV/Other Games')",705,478,0.011045,0.007488,0.000799,0.018533
"('Polish', 'Russian')",53,228,0.00083,0.003572,0.000454,0.004402
"('Animation - Modified', 'Books')",148,430,0.002319,0.006736,0.000157,0.009055
"('Races - New', 'Locations - World Map')",515,522,0.008068,0.008178,0.00036,0.016246
"('TFF/UFF Bodybase', 'New textures')",156,2621,0.002444,0.041061,0.000924,0.043505
"('Quests', 'Non-Playable Resource')",636,237,0.009964,0.003713,6.3e-05,0.013677
"('Not Lore-Friendly', 'Items - Apparatus')",262,186,0.004105,0.002914,4.7e-05,0.007018
"('ENB Preset', 'English')",8,6911,0.000125,0.108269,3.1e-05,0.108394
"('Audio - Voices', 'Face models')",157,258,0.00246,0.004042,0.000172,0.006501
"('Cheating', 'Races - New')",396,515,0.006204,0.008068,0.00011,0.014272
"('Robert Male Bodybase', 'NPCs')",223,1098,0.003494,0.017201,0.000329,0.020695
"('Cheating', ""Modder's Resource"")",396,1338,0.006204,0.020961,0.000298,0.027165
"('Classes component', 'COBL (Common Oblivion)')",117,118,0.001833,0.001849,1.6e-05,0.003682
"('Czech', 'Non-Playable Resource')",8,237,0.000125,0.003713,1.6e-05,0.003838
"('Face models', 'New textures')",258,2621,0.004042,0.041061,0.001379,0.045103
"('BAB Bodybase', 'Other languages')",72,28,0.001128,0.000439,1.6e-05,0.001567
"('Gameplay Effects/Changes', 'Environment - Other')",1345,346,0.021071,0.00542,0.001128,0.026491
"('Spanish', 'Items - Apparatus')",93,186,0.001457,0.002914,6.3e-05,0.004371
"('Audio - Voices', 'Locations - Caverns')",157,284,0.00246,0.004449,0.000486,0.006909
"('Other languages', 'Locations - Buildings')",28,839,0.000439,0.013144,7.8e-05,0.013583
"('Locations - Player-Owned', ""Modder's Resource"")",1130,1338,0.017703,0.020961,0.000877,0.038664
"('Chargen', 'Performance Optimization')",108,162,0.001692,0.002538,7.8e-05,0.00423
"('Lore-Friendly', 'Clothing - Male')",1738,226,0.027228,0.003541,0.000956,0.030768
"('Environment - Sky', 'Scripted Events')",105,562,0.001645,0.008804,0.000345,0.010449
"('Classes component', 'Tutorials for Players')",117,40,0.001833,0.000627,4.7e-05,0.00246
"('Lore-Friendly', ""Modder's Resource"")",1738,1338,0.027228,0.020961,0.003368,0.048189
"('Leveled Lists', 'Locations - Buildings')",150,839,0.00235,0.013144,0.000298,0.015494
"('Related to Movies/TV/Other Games', 'Related to vampires')",478,250,0.007488,0.003917,0.000298,0.011405
"('BAB Bodybase', 'User Interface')",72,226,0.001128,0.003541,1.6e-05,0.004669
"('Companions', 'Unrealistic')",705,81,0.011045,0.001269,1.6e-05,0.012314
"('Birthsigns', 'Armor - Shields')",67,780,0.00105,0.01222,0.000141,0.013269
"('Fair and balanced', 'NPC Trainers')",449,173,0.007034,0.00271,0.000298,0.009744
"('Other languages', 'Armor - Shields')",28,780,0.000439,0.01222,6.3e-05,0.012658
"('Environment - Other', 'Not Safe For Work')",346,35,0.00542,0.000548,1.6e-05,0.005969
"('Czech', 'User Interface')",8,226,0.000125,0.003541,3.1e-05,0.003666
"('Animation - Modified', 'Environment - Water')",148,84,0.002319,0.001316,9.4e-05,0.003635
"('Anime', 'Lore-Friendly')",88,1738,0.001379,0.027228,1.6e-05,0.028606
"('OBSE (Oblivion Script Extender)', 'Utilities for Players')",819,368,0.012831,0.005765,0.000956,0.018596
"('Animation - Modified', 'NPC Vendors')",148,546,0.002319,0.008554,0.000204,0.010872
"('Robert Male Bodybase', 'Animation - Modified')",223,148,0.003494,0.002319,6.3e-05,0.005812
"('Unbalanced', 'Creatures')",69,461,0.001081,0.007222,6.3e-05,0.008303
"('Items - Apparatus', 'Items - Leveled')",186,166,0.002914,0.002601,0.000548,0.005514
"('Audio - Sound FX', 'Body models')",190,144,0.002977,0.002256,0.000188,0.005232
"('Animation - New', 'English')",206,6911,0.003227,0.108269,0.002099,0.111496
"('Other languages', 'Plants / Foliage')",28,226,0.000439,0.003541,3.1e-05,0.003979
"('Locations - Caverns', 'NPCs')",284,1098,0.004449,0.017201,0.002052,0.021651
"('Lighting', 'User Interface')",159,226,0.002491,0.003541,7.8e-05,0.006031
"('Cheating', 'Audio - Music')",396,203,0.006204,0.00318,3.1e-05,0.009384
"('Classes component', 'Hair')",117,178,0.001833,0.002789,0.000345,0.004622
"('Audio - Voices', 'Items - Leveled')",157,166,0.00246,0.002601,0.000204,0.00506
"('Armor - Shields', 'COBL (Common Oblivion)')",780,118,0.01222,0.001849,0.000204,0.014068
"('Other languages', 'Shivering Isles')",28,708,0.000439,0.011092,9.4e-05,0.01153
"('Poses', 'Fair and balanced')",49,449,0.000768,0.007034,4.7e-05,0.007802
"('Companions', 'Plants / Foliage')",705,226,0.011045,0.003541,0.000157,0.014585
"('Guilds / Factions', 'New Lands')",247,325,0.00387,0.005091,0.000674,0.008961
"('Poses', 'Unrealistic')",49,81,0.000768,0.001269,1.6e-05,0.002037
"('Official', 'Cheating')",43,396,0.000674,0.006204,7.8e-05,0.006877
"('Anime', 'Utilities for Players')",88,368,0.001379,0.005765,1.6e-05,0.007144
"('Translation', 'NPCs')",32,1098,0.000501,0.017201,7.8e-05,0.017703
"('Robert Female Bodybase', 'New textures')",129,2621,0.002021,0.041061,0.000783,0.043082
"('French', 'Creatures')",170,461,0.002663,0.007222,0.000204,0.009885
"('New models', 'Translation')",1961,32,0.030721,0.000501,3.1e-05,0.031223
"('New models', 'Locations - Dungeons')",1961,477,0.030721,0.007473,0.002554,0.038194
"('Races - Modified', 'Magic - Spells')",253,614,0.003964,0.009619,0.000313,0.013583
"('Environment - Sky', 'Nudity')",105,225,0.001645,0.003525,3.1e-05,0.00517
"('Audio - Voices', 'Body models')",157,144,0.00246,0.002256,0.000172,0.004716
"('Saved games', 'Clothing')",481,1016,0.007535,0.015917,0.000125,0.023452
"('Poses', 'Shivering Isles')",49,708,0.000768,0.011092,6.3e-05,0.011859
"('Saved games', 'Clothing - Male')",481,226,0.007535,0.003541,6.3e-05,0.011076
"('Japanese', 'NPC Vendors')",167,546,0.002616,0.008554,0.000125,0.01117
"('Not Safe For Work', 'Unrealistic')",35,81,0.000548,0.001269,0.000125,0.001817
"('Environment - Sky', 'Polish')",105,53,0.001645,0.00083,0.00011,0.002475
"('Items - Clutter', 'Locations - Caverns')",621,284,0.009729,0.004449,0.001003,0.014178
"('Hair', 'Italian')",178,81,0.002789,0.001269,7.8e-05,0.004058
"('Related to Movies/TV/Other Games', 'Animation - New')",478,206,0.007488,0.003227,0.000172,0.010716
"('Polish', 'Locations - Buildings')",53,839,0.00083,0.013144,9.4e-05,0.013974
"('Races - Modified', 'Lore-Friendly')",253,1738,0.003964,0.027228,0.000846,0.031191
"('Fair and balanced', 'Magic - Spells')",449,614,0.007034,0.009619,0.000815,0.016653
"('Audio - Music', 'Environment - Water')",203,84,0.00318,0.001316,0.000204,0.004496
"('Robert Male Bodybase', 'COBL (Common Oblivion)')",223,118,0.003494,0.001849,1.6e-05,0.005342
"('Hair', 'Weapons')",178,1765,0.002789,0.027651,0.000329,0.030439
"('Robert Female Bodybase', 'Translation')",129,32,0.002021,0.000501,1.6e-05,0.002522
"('Unbalanced', 'Not Safe For Work')",69,35,0.001081,0.000548,3.1e-05,0.001629
"('Lighting', 'Creatures - Rideable')",159,148,0.002491,0.002319,0.000125,0.004809
"('Races - New', 'Magic - Enchantments')",515,358,0.008068,0.005608,0.000282,0.013677
"('Items - Furniture', 'COBL (Common Oblivion)')",322,118,0.005044,0.001849,7.8e-05,0.006893
"('Unbalanced', 'Czech')",69,8,0.001081,0.000125,1.6e-05,0.001206
"('For female characters', 'Not Lore-Friendly')",1825,262,0.028591,0.004105,0.001911,0.032695
"('Lighting', 'Russian')",159,228,0.002491,0.003572,0.000157,0.006063
"('Related to Movies/TV/Other Games', 'Magic - Potions')",478,230,0.007488,0.003603,0.000172,0.011092
"('Translation', 'Locations - Caverns')",32,284,0.000501,0.004449,1.6e-05,0.00495
"('New textures', 'Russian')",2621,228,0.041061,0.003572,0.000956,0.044633
"('Fair and balanced', 'Humor, Joke or Just for Fun')",449,256,0.007034,0.004011,0.000266,0.011045
"('Fair and balanced', 'Tutorials for Players')",449,40,0.007034,0.000627,4.7e-05,0.007661
"('English', 'OBMM (Oblivion Mod Manager)')",6911,116,0.108269,0.001817,0.0013,0.110086
"('Animation - New', 'Spanish')",206,93,0.003227,0.001457,4.7e-05,0.004684
"('Audio - Music', 'Audio - Voices')",203,157,0.00318,0.00246,0.000564,0.00564
"('Guilds / Factions', 'Utilities for Players')",247,368,0.00387,0.005765,0.000157,0.009635
"('Classes component', 'Humor, Joke or Just for Fun')",117,256,0.001833,0.004011,4.7e-05,0.005843
"('EC/HGEC Bodybase', 'French')",878,170,0.013755,0.002663,6.3e-05,0.016418
"('Related to vampires', 'Unbalanced')",250,69,0.003917,0.001081,1.6e-05,0.004997
"('Audio - Voices', 'Magic - Potions')",157,230,0.00246,0.003603,0.000282,0.006063
"('Audio - Voices', 'Items - Ingredients')",157,319,0.00246,0.004997,0.000392,0.007457
"('BAB Bodybase', 'Items - Apparatus')",72,186,0.001128,0.002914,3.1e-05,0.004042
"('Hair', 'German')",178,396,0.002789,0.006204,0.000251,0.008992
"('Polish', 'Items - Ingredients')",53,319,0.00083,0.004997,3.1e-05,0.005828
"('Italian', 'Items - Clutter')",81,621,0.001269,0.009729,0.00011,0.010998
"('Audio - Sound FX', 'English')",190,6911,0.002977,0.108269,0.002084,0.111245
"('Gameplay Effects/Changes', 'Related to vampires')",1345,250,0.021071,0.003917,0.001394,0.024987
"('Audio - Sound FX', 'Locations - Caverns')",190,284,0.002977,0.004449,0.000454,0.007426
"('Compilation', 'Spanish')",192,93,0.003008,0.001457,9.4e-05,0.004465
"('Locations - Caverns', 'Tutorials for Players')",284,40,0.004449,0.000627,3.1e-05,0.005076
"('Gameplay Effects/Changes', 'Environment - Weather')",1345,101,0.021071,0.001582,0.00047,0.022653
"('Gameplay Effects/Changes', 'Audio - Music')",1345,203,0.021071,0.00318,0.000439,0.024251
"('Unbalanced', 'Weapons')",69,1765,0.001081,0.027651,0.000423,0.028732
"('Leveled Lists', 'Races - New')",150,515,0.00235,0.008068,0.000204,0.010418
"('Creatures - Rideable', 'User Interface')",148,226,0.002319,0.003541,3.1e-05,0.005859
"('For male characters', 'Poses')",1242,49,0.019457,0.000768,4.7e-05,0.020225
"('Gameplay Effects/Changes', 'Items - Leveled')",1345,166,0.021071,0.002601,0.000893,0.023672
"('Fair and balanced', 'Utilities for Modders')",449,236,0.007034,0.003697,0.000125,0.010731
"('NPC Trainers', 'Knight of The Nine')",173,80,0.00271,0.001253,7.8e-05,0.003964
"('Environment - Weather', 'English')",101,6911,0.001582,0.108269,0.000924,0.109851
"('BAB Bodybase', 'Italian')",72,81,0.001128,0.001269,1.6e-05,0.002397
"('Related to Movies/TV/Other Games', 'Humor, Joke or Just for Fun')",478,256,0.007488,0.004011,0.000564,0.011499
"('Sexy/Skimpy', 'Armor - Shields')",267,780,0.004183,0.01222,0.000251,0.016402
"('Items - Apparatus', 'Locations - Buildings')",186,839,0.002914,0.013144,0.00083,0.016058
"('Performance Optimization', 'Classes component')",162,117,0.002538,0.001833,7.8e-05,0.004371
"('BAB Bodybase', 'French')",72,170,0.001128,0.002663,1.6e-05,0.003791
"('Companion Friendly', 'NPCs')",368,1098,0.005765,0.017201,0.001504,0.022967
"('Related to vampires', 'Replacer')",250,898,0.003917,0.014068,0.000235,0.017985
"('EC/HGEC Bodybase', 'Knight of The Nine')",878,80,0.013755,0.001253,4.7e-05,0.015008
"('Audio - Sound FX', 'Face models')",190,258,0.002977,0.004042,0.000219,0.007018
"('Polish', 'Items - Apparatus')",53,186,0.00083,0.002914,4.7e-05,0.003744
"('Locations - Player-Owned', 'COBL (Common Oblivion)')",1130,118,0.017703,0.001849,0.000768,0.019551
"('Performance Optimization', 'Tutorials for Players')",162,40,0.002538,0.000627,9.4e-05,0.003165
"('Creatures - Rideable', 'Tutorials for Players')",148,40,0.002319,0.000627,3.1e-05,0.002945
"('Environment - Sky', 'New models')",105,1961,0.001645,0.030721,0.000313,0.032366
"('Environment - Sky', 'Sexy/Skimpy')",105,267,0.001645,0.004183,3.1e-05,0.005828
"('Hair', 'Tutorials for Modders')",178,95,0.002789,0.001488,4.7e-05,0.004277
"('Performance Optimization', 'Video')",162,128,0.002538,0.002005,6.3e-05,0.004543
"('For male characters', 'Unrealistic')",1242,81,0.019457,0.001269,0.000157,0.020726
"('Races - New', 'Shivering Isles')",515,708,0.008068,0.011092,0.000721,0.01916
"('Animation - New', 'Armor - Shields')",206,780,0.003227,0.01222,0.000345,0.015447
"('Locations - Dungeons', 'Magic - Potions')",477,230,0.007473,0.003603,0.000846,0.011076
"('For male characters', 'Races - New')",1242,515,0.019457,0.008068,0.000971,0.027525
"('Guilds / Factions', 'Items - Furniture')",247,322,0.00387,0.005044,0.000501,0.008914
"('User Interface', 'Utilities for Modders')",226,236,0.003541,0.003697,0.000392,0.007238
"('Other languages', 'Polish')",28,53,0.000439,0.00083,0.000204,0.001269
"('For female characters', 'Races - Modified')",1825,253,0.028591,0.003964,0.000642,0.032554
"('Robert Male Bodybase', 'Lighting')",223,159,0.003494,0.002491,4.7e-05,0.005984
"('Armor - Shields', ""Modder's Resource"")",780,1338,0.01222,0.020961,0.001379,0.033181
"('Companion Friendly', 'Poses')",368,49,0.005765,0.000768,0.00011,0.006533
"('Guilds / Factions', 'Magic - Potions')",247,230,0.00387,0.003603,0.000501,0.007473
"('Audio - Sound FX', 'Races - New')",190,515,0.002977,0.008068,0.000345,0.011045
"('German', 'Japanese')",396,167,0.006204,0.002616,0.000689,0.00882
"('EC/HGEC Bodybase', 'NPC Vendors')",878,546,0.013755,0.008554,0.000376,0.022309
"('Fair and balanced', 'EC/HGEC Bodybase')",449,878,0.007034,0.013755,0.000235,0.020789
"('Compilation', 'Locations - Dungeons')",192,477,0.003008,0.007473,0.000298,0.010481
"('Weapons', 'Knight of The Nine')",1765,80,0.027651,0.001253,0.000439,0.028904
"('Fair and balanced', 'Robert Female Bodybase')",449,129,0.007034,0.002021,0.00011,0.009055
"('Russian', 'Utilities for Players')",228,368,0.003572,0.005765,0.00011,0.009337
"('Related to vampires', 'Lore-Friendly')",250,1738,0.003917,0.027228,0.000611,0.031144
"('Russian', 'Creatures - Rideable')",228,148,0.003572,0.002319,4.7e-05,0.00589
"('Saved games', 'Items - Clutter')",481,621,0.007535,0.009729,4.7e-05,0.017264
"('Official', 'Locations - Player-Owned')",43,1130,0.000674,0.017703,0.000125,0.018376
"('Body models', 'Locations - Player-Owned')",144,1130,0.002256,0.017703,0.000125,0.019959
"('Birthsigns', 'Environment - Other')",67,346,0.00105,0.00542,6.3e-05,0.00647
"('Birthsigns', 'Items - Clutter')",67,621,0.00105,0.009729,9.4e-05,0.010778
"('Sexy/Skimpy', 'Locations - Dungeons')",267,477,0.004183,0.007473,0.000125,0.011656
"('Companions', 'Lore-Friendly')",705,1738,0.011045,0.027228,0.00199,0.038272
"('Environment - Water', 'Czech')",84,8,0.001316,0.000125,3.1e-05,0.001441
"('Lighting', 'NPC Trainers')",159,173,0.002491,0.00271,0.000172,0.005201
"('Companion Friendly', 'Races - New')",368,515,0.005765,0.008068,0.000157,0.013833
"('Hair', 'Locations - Buildings')",178,839,0.002789,0.013144,0.000157,0.015932
"('EC/HGEC Bodybase', 'Items - Apparatus')",878,186,0.013755,0.002914,9.4e-05,0.016669
"('New models', 'Quests')",1961,636,0.030721,0.009964,0.002789,0.040685
"('Chargen', 'Locations - World Map')",108,522,0.001692,0.008178,9.4e-05,0.00987
"('Guilds / Factions', 'Locations - Dungeons')",247,477,0.00387,0.007473,0.001191,0.011342
"('For male characters', 'Plants / Foliage')",1242,226,0.019457,0.003541,0.00058,0.022998
"('Face models', 'New models')",258,1961,0.004042,0.030721,0.000846,0.034763
"('Classes component', 'Locations - Buildings')",117,839,0.001833,0.013144,0.000188,0.014977
"('Replacer', 'OBMM (Oblivion Mod Manager)')",898,116,0.014068,0.001817,0.000298,0.015885
"('Humor, Joke or Just for Fun', 'Weapons')",256,1765,0.004011,0.027651,0.000752,0.031661
"('Environment - Weather', 'Items - Apparatus')",101,186,0.001582,0.002914,0.000157,0.004496
"('Companion Friendly', 'Body models')",368,144,0.005765,0.002256,7.8e-05,0.008021
"('Items - Furniture', 'Locations - Dungeons')",322,477,0.005044,0.007473,0.00105,0.012517
"('English', 'French')",6911,170,0.108269,0.002663,0.001911,0.110932
"('Japanese', 'Tutorials for Modders')",167,95,0.002616,0.001488,4.7e-05,0.004105
"('EC/HGEC Bodybase', 'Polish')",878,53,0.013755,0.00083,4.7e-05,0.014585
"('English', 'Plants / Foliage')",6911,226,0.108269,0.003541,0.002569,0.111809
"('Chargen', 'Related to horses')",108,194,0.001692,0.003039,6.3e-05,0.004731
"('Guilds / Factions', 'Quests')",247,636,0.00387,0.009964,0.002021,0.013833
"('Other languages', 'Non-Playable Resource')",28,237,0.000439,0.003713,1.6e-05,0.004152
"('Environment - Weather', 'Plants / Foliage')",101,226,0.001582,0.003541,0.000235,0.005123
"('French', 'Other languages')",170,28,0.002663,0.000439,0.000251,0.003102
"('Fair and balanced', 'Books')",449,430,0.007034,0.006736,0.000548,0.013771
"('Environment - Other', 'Locations - Buildings')",346,839,0.00542,0.013144,0.001567,0.018564
"('Animation - Modified', 'Saved games')",148,481,0.002319,0.007535,1.6e-05,0.009854
"('BAB Bodybase', 'Locations - World Map')",72,522,0.001128,0.008178,4.7e-05,0.009306
"('Animation - New', 'Environment - Water')",206,84,0.003227,0.001316,0.00011,0.004543
"('Performance Optimization', 'NPC Trainers')",162,173,0.002538,0.00271,9.4e-05,0.005248
"('Races - New', 'Sexy/Skimpy')",515,267,0.008068,0.004183,0.000172,0.012251
"('Russian', 'User Interface')",228,226,0.003572,0.003541,0.000157,0.007112
"('Audio - Voices', 'English')",157,6911,0.00246,0.108269,0.002021,0.110728
"('Performance Optimization', 'NPCs')",162,1098,0.002538,0.017201,0.000282,0.019739
"('Compilation', 'Audio - Sound FX')",192,190,0.003008,0.002977,0.000282,0.005984
"('Companion Friendly', 'French')",368,170,0.005765,0.002663,0.000298,0.008428
"('Magic - Spells', ""Modder's Resource"")",614,1338,0.009619,0.020961,0.000454,0.03058
"('For female characters', 'Leveled Lists')",1825,150,0.028591,0.00235,0.000595,0.030941
"('For female characters', 'Magic - Enchantments')",1825,358,0.028591,0.005608,0.001457,0.034199
"('Compilation', 'Not Lore-Friendly')",192,262,0.003008,0.004105,3.1e-05,0.007112
"('Related to vampires', 'User Interface')",250,226,0.003917,0.003541,4.7e-05,0.007457
"('Robert Female Bodybase', 'New models')",129,1961,0.002021,0.030721,0.000548,0.032742
"('Items - Apparatus', 'Items - Clutter')",186,621,0.002914,0.009729,0.001645,0.012643
"('EC/HGEC Bodybase', 'German')",878,396,0.013755,0.006204,0.000439,0.019959
"('Body models', 'Anime')",144,88,0.002256,0.001379,4.7e-05,0.003635
"('Official', 'EC/HGEC Bodybase')",43,878,0.000674,0.013755,3.1e-05,0.014428
"('Fair and balanced', 'Unrealistic')",449,81,0.007034,0.001269,0.00011,0.008303
