Tag_Tuple,Tag1_Count,Tag2_Count,Co-Occurency_Count,P(Tag1),P(Tag2),P(Tag1 AND Tag2),P(Tag1 OR Tag2)
"('New Lands', 'New textures')",18,340,7,0.00228,0.043065,0.000887,0.045345
"('New textures', 'Creatures - Rideable')",340,5,4,0.043065,0.000633,0.000507,0.043699
"('Performance Optimization', 'Environment - Sky')",33,21,3,0.00418,0.00266,0.00038,0.00684
"('Body models', 'Items - Leveled')",31,15,3,0.003927,0.0019,0.00038,0.005826
"('Companions', 'Compilation')",85,16,1,0.010766,0.002027,0.000127,0.012793
"('Books', 'Dawnguard')",38,33,2,0.004813,0.00418,0.000253,0.008993
"('Anime', 'Saved games')",27,98,2,0.00342,0.012413,0.000253,0.015833
"('Faction: Thieves Guild', 'Armor - Shields')",3,74,1,0.00038,0.009373,0.000127,0.009753
"('Birthsigns', 'New Lands')",3,18,1,0.00038,0.00228,0.000127,0.00266
"('Lighting', 'Locations - Caverns')",38,13,1,0.004813,0.001647,0.000127,0.00646
"('For female characters', 'Italian')",209,29,4,0.026472,0.003673,0.000507,0.030146
"('Fair and balanced', 'Magic - Potions')",292,14,10,0.036985,0.001773,0.001267,0.038759
"('Faction: College of Winterhold', 'Locations - Caverns')",8,13,1,0.001013,0.001647,0.000127,0.00266
"('German', 'Plants / Foliage')",57,15,3,0.00722,0.0019,0.00038,0.00912
"('Lore-Friendly', 'Locations - Caverns')",322,13,5,0.040785,0.001647,0.000633,0.042432
"('Companions', 'For male characters')",85,180,8,0.010766,0.022799,0.001013,0.033566
"('Environment - Weather', 'Tutorials for Players')",14,18,1,0.001773,0.00228,0.000127,0.004053
"('Races - Modified', 'Not Lore-Friendly')",31,76,2,0.003927,0.009626,0.000253,0.013553
"('Animation - New', 'NPC Vendors')",7,33,1,0.000887,0.00418,0.000127,0.005066
"('Scripted Events', 'Video')",23,11,3,0.002913,0.001393,0.00038,0.004307
"('Face models', 'French')",37,41,1,0.004687,0.005193,0.000127,0.00988
"('French', 'Magic - Potions')",41,14,2,0.005193,0.001773,0.000253,0.006966
"('Companion Friendly', 'Replacer')",137,255,22,0.017353,0.032299,0.002787,0.049652
"('Unrealistic', 'Italian')",57,29,1,0.00722,0.003673,0.000127,0.010893
"('Faction: Thieves Guild', 'Clothing - Male')",3,47,1,0.00038,0.005953,0.000127,0.006333
"('New Lands', 'Armor - Shields')",18,74,5,0.00228,0.009373,0.000633,0.011653
"('Locations - World Map', 'SKSE (Skyrim Script Extender)')",34,27,3,0.004307,0.00342,0.00038,0.007726
"('Environment - Sky', 'Weapons')",21,176,3,0.00266,0.022293,0.00038,0.024953
"('Locations - Dungeons', 'Utilities for Players')",29,63,1,0.003673,0.00798,0.000127,0.011653
"('Translation', 'Other languages')",110,30,12,0.013933,0.0038,0.00152,0.017733
"('Replacer', 'Plants / Foliage')",255,15,2,0.032299,0.0019,0.000253,0.034199
"('Fair and balanced', 'Audio - Music')",292,26,7,0.036985,0.003293,0.000887,0.040279
"('Italian', 'Books')",29,38,2,0.003673,0.004813,0.000253,0.008486
"('New models', 'Other languages')",100,30,1,0.012666,0.0038,0.000127,0.016466
"('Cheating', 'Books')",50,38,5,0.006333,0.004813,0.000633,0.011146
"('Unbalanced', 'Locations - Player-Owned')",32,51,1,0.004053,0.00646,0.000127,0.010513
"('Animation - Modified', 'English')",17,459,8,0.002153,0.058138,0.001013,0.060291
"('Polish', 'User Interface')",23,39,3,0.002913,0.00494,0.00038,0.007853
"('Non-Playable Resource', 'User Interface')",18,39,4,0.00228,0.00494,0.000507,0.00722
"('Clothing - Male', 'Non-Playable Resource')",47,18,1,0.005953,0.00228,0.000127,0.008233
"('Gameplay Effects/Changes', 'New Lands')",168,18,3,0.021279,0.00228,0.00038,0.023559
"('Animation - Modified', 'Magic - Spells')",17,80,4,0.002153,0.010133,0.000507,0.012286
"('Plants / Foliage', 'Weapons')",15,176,1,0.0019,0.022293,0.000127,0.024193
"('Russian', 'NPCs')",28,115,4,0.003547,0.014566,0.000507,0.018113
"('Guilds / Factions', 'Magic - Spells')",20,80,6,0.002533,0.010133,0.00076,0.012666
"('Replacer', 'French')",255,41,4,0.032299,0.005193,0.000507,0.037492
"('Lore-Friendly', 'User Interface')",322,39,6,0.040785,0.00494,0.00076,0.045725
"('Humor, Joke or Just for Fun', ""Modder's Resource"")",58,68,3,0.007346,0.008613,0.00038,0.015959
"('Related to horses', 'Utilities for Players')",16,63,2,0.002027,0.00798,0.000253,0.010006
"('Scripted Events', 'Tutorials for Modders')",23,12,1,0.002913,0.00152,0.000127,0.004433
"('Environment - Water', 'Items - Leveled')",10,15,1,0.001267,0.0019,0.000127,0.003167
"('Scripted Events', 'Translation')",23,110,5,0.002913,0.013933,0.000633,0.016846
"('Related to vampires', 'Classes component')",23,4,1,0.002913,0.000507,0.000127,0.00342
"('Replacer', 'Birthsigns')",255,3,1,0.032299,0.00038,0.000127,0.032679
"('Birthsigns', 'Environment - Other')",3,62,1,0.00038,0.007853,0.000127,0.008233
"('Animation - Modified', 'Animation - New')",17,7,4,0.002153,0.000887,0.000507,0.00304
"('Audio - Sound FX', 'Translation')",40,110,3,0.005066,0.013933,0.00038,0.018999
"('Replacer', 'Humor, Joke or Just for Fun')",255,58,12,0.032299,0.007346,0.00152,0.039645
"('Unrealistic', 'Russian')",57,28,2,0.00722,0.003547,0.000253,0.010766
"('Related to horses', 'Armor - Shields')",16,74,1,0.002027,0.009373,0.000127,0.0114
"('Related to Movies/TV/Other Games', 'Quests')",64,25,3,0.008106,0.003167,0.00038,0.011273
"('Clothing - Male', 'Items - Leveled')",47,15,2,0.005953,0.0019,0.000253,0.007853
"('Fair and balanced', 'Polish')",292,23,11,0.036985,0.002913,0.001393,0.039899
"('Faction: Thieves Guild', 'Fair and balanced')",3,292,1,0.00038,0.036985,0.000127,0.037365
"('Magic - Spells', 'Tutorials for Players')",80,18,1,0.010133,0.00228,0.000127,0.012413
"('Locations - World Map', 'Dragonborn')",34,41,1,0.004307,0.005193,0.000127,0.0095
"('Translation', 'French')",110,41,11,0.013933,0.005193,0.001393,0.019126
"('Saved games', 'English')",98,459,12,0.012413,0.058138,0.00152,0.070551
"('Fair and balanced', 'NPC Vendors')",292,33,19,0.036985,0.00418,0.002407,0.041165
"('User Interface', 'Utilities for Modders')",39,26,5,0.00494,0.003293,0.000633,0.008233
"('Humor, Joke or Just for Fun', 'Dragonborn')",58,41,2,0.007346,0.005193,0.000253,0.01254
"('Unbalanced', 'Spanish')",32,45,1,0.004053,0.0057,0.000127,0.009753
"('Armor - Shields', 'Clothing - Female')",74,86,13,0.009373,0.010893,0.001647,0.020266
"('Environment - Sky', 'German')",21,57,3,0.00266,0.00722,0.00038,0.00988
"('Animation - New', 'Magic - Potions')",7,14,1,0.000887,0.001773,0.000127,0.00266
"('Japanese', 'Spanish')",21,45,14,0.00266,0.0057,0.001773,0.00836
"('Not Lore-Friendly', 'Items - Apparatus')",76,22,1,0.009626,0.002787,0.000127,0.012413
"('Compilation', 'Lore-Friendly')",16,322,8,0.002027,0.040785,0.001013,0.042812
"('Environment - Sky', 'Italian')",21,29,1,0.00266,0.003673,0.000127,0.006333
"('For male characters', 'Races - Modified')",180,31,4,0.022799,0.003927,0.000507,0.026726
"('Official', 'Armor - Shields')",11,74,1,0.001393,0.009373,0.000127,0.010766
"('Performance Optimization', 'Clothing')",33,85,3,0.00418,0.010766,0.00038,0.014946
"('Humor, Joke or Just for Fun', 'Japanese')",58,21,1,0.007346,0.00266,0.000127,0.010006
"('For male characters', 'New models')",180,100,24,0.022799,0.012666,0.00304,0.035465
"('Replacer', 'Translation')",255,110,1,0.032299,0.013933,0.000127,0.046232
"('Fair and balanced', 'New textures')",292,340,68,0.036985,0.043065,0.008613,0.080051
"('Official', 'Replacer')",11,255,3,0.001393,0.032299,0.00038,0.033692
"('English', 'Magic - Spells')",459,80,44,0.058138,0.010133,0.005573,0.068271
"('Audio - Sound FX', 'Polish')",40,23,1,0.005066,0.002913,0.000127,0.00798
"('Other languages', 'Russian')",30,28,13,0.0038,0.003547,0.001647,0.007346
"('Unbalanced', 'Japanese')",32,21,2,0.004053,0.00266,0.000253,0.006713
"('Nudity', 'Magic - Spells')",64,80,1,0.008106,0.010133,0.000127,0.018239
"('Compilation', 'Locations - Buildings')",16,55,2,0.002027,0.006966,0.000253,0.008993
"('Related to vampires', 'Saved games')",23,98,2,0.002913,0.012413,0.000253,0.015326
"('Faction: Companions', 'Not Lore-Friendly')",4,76,1,0.000507,0.009626,0.000127,0.010133
"('Environment - Water', 'Polish')",10,23,1,0.001267,0.002913,0.000127,0.00418
"('Russian', 'SKSE (Skyrim Script Extender)')",28,27,2,0.003547,0.00342,0.000253,0.006966
"('Nudity', 'NPCs')",64,115,10,0.008106,0.014566,0.001267,0.022673
"('Chargen', 'Body models')",26,31,1,0.003293,0.003927,0.000127,0.00722
"('Related to horses', 'Japanese')",16,21,1,0.002027,0.00266,0.000127,0.004687
"('Classes component', 'Locations - World Map')",4,34,1,0.000507,0.004307,0.000127,0.004813
"('Environment - Sky', 'Lighting')",21,38,12,0.00266,0.004813,0.00152,0.007473
"('Sexy/Skimpy', 'Italian')",103,29,3,0.013046,0.003673,0.00038,0.016719
"('Clothing', 'Items - Furniture')",85,19,2,0.010766,0.002407,0.000253,0.013173
"('Locations - Caverns', 'Utilities for Players')",13,63,1,0.001647,0.00798,0.000127,0.009626
"('Humor, Joke or Just for Fun', 'Magic - Enchantments')",58,39,2,0.007346,0.00494,0.000253,0.012286
"('Hair', 'Lore-Friendly')",13,322,4,0.001647,0.040785,0.000507,0.042432
"('Animation - New', 'Items - Furniture')",7,19,1,0.000887,0.002407,0.000127,0.003293
"('Russian', 'Clothing - Female')",28,86,1,0.003547,0.010893,0.000127,0.01444
"('Compilation', 'Items - Ingredients')",16,21,2,0.002027,0.00266,0.000253,0.004687
"('Leveled Lists', 'Clothing - Female')",21,86,2,0.00266,0.010893,0.000253,0.013553
"('Companions', 'Sexy/Skimpy')",85,103,3,0.010766,0.013046,0.00038,0.023813
"('Quests', 'English')",25,459,16,0.003167,0.058138,0.002027,0.061305
"('New models', 'SKSE (Skyrim Script Extender)')",100,27,3,0.012666,0.00342,0.00038,0.016086
"('Animation - New', 'Races - New')",7,22,1,0.000887,0.002787,0.000127,0.003673
"('Lore-Friendly', 'NPC Trainers')",322,8,5,0.040785,0.001013,0.000633,0.041799
"('Face models', 'New Lands')",37,18,1,0.004687,0.00228,0.000127,0.006966
"('Compilation', 'Related to vampires')",16,23,1,0.002027,0.002913,0.000127,0.00494
"('Video', 'Lore-Friendly')",11,322,2,0.001393,0.040785,0.000253,0.042179
"('Quests', 'Italian')",25,29,1,0.003167,0.003673,0.000127,0.00684
"('NPC Vendors', ""Modder's Resource"")",33,68,2,0.00418,0.008613,0.000253,0.012793
"('Animation - Modified', 'Locations - World Map')",17,34,1,0.002153,0.004307,0.000127,0.00646
"('Leveled Lists', 'NPCs')",21,115,5,0.00266,0.014566,0.000633,0.017226
"('Environment - Other', 'Armor - Shields')",62,74,2,0.007853,0.009373,0.000253,0.017226
"('Faction: Dark Brotherhood', 'For male characters')",5,180,1,0.000633,0.022799,0.000127,0.023433
"('Related to vampires', 'Clothing')",23,85,5,0.002913,0.010766,0.000633,0.01368
"('New models', 'Clothing - Male')",100,47,8,0.012666,0.005953,0.001013,0.018619
"('Related to Movies/TV/Other Games', 'Spanish')",64,45,4,0.008106,0.0057,0.000507,0.013806
"('Fair and balanced', 'Animation - New')",292,7,2,0.036985,0.000887,0.000253,0.037872
"('Related to Movies/TV/Other Games', 'Clothing - Female')",64,86,4,0.008106,0.010893,0.000507,0.018999
"('French', 'Plants / Foliage')",41,15,1,0.005193,0.0019,0.000127,0.007093
"('NPC Trainers', 'NPCs')",8,115,5,0.001013,0.014566,0.000633,0.015579
"('Other languages', 'Utilities for Players')",30,63,4,0.0038,0.00798,0.000507,0.01178
"('Performance Optimization', 'English')",33,459,15,0.00418,0.058138,0.0019,0.062318
"('Related to horses', 'Related to Movies/TV/Other Games')",16,64,4,0.002027,0.008106,0.000507,0.010133
"('Magic - Potions', 'NPCs')",14,115,5,0.001773,0.014566,0.000633,0.016339
"('Environment - Weather', 'Books')",14,38,1,0.001773,0.004813,0.000127,0.006586
"('Audio - Sound FX', 'Face models')",40,37,1,0.005066,0.004687,0.000127,0.009753
"('Translation', 'Non-Playable Resource')",110,18,1,0.013933,0.00228,0.000127,0.016213
"('Humor, Joke or Just for Fun', 'Creatures - Rideable')",58,5,1,0.007346,0.000633,0.000127,0.00798
"('Non-Playable Resource', 'Utilities for Players')",18,63,7,0.00228,0.00798,0.000887,0.01026
"('Gameplay Effects/Changes', 'Items - Ingredients')",168,21,8,0.021279,0.00266,0.001013,0.023939
"('Magic - Enchantments', 'Magic - Potions')",39,14,6,0.00494,0.001773,0.00076,0.006713
"('English', 'Locations - Buildings')",459,55,26,0.058138,0.006966,0.003293,0.065104
"('Audio - Sound FX', 'Locations - Player-Owned')",40,51,1,0.005066,0.00646,0.000127,0.011526
"('Classes component', 'NPC Vendors')",4,33,1,0.000507,0.00418,0.000127,0.004687
"('Classes component', 'Clothing - Female')",4,86,1,0.000507,0.010893,0.000127,0.0114
"('Leveled Lists', 'Scripted Events')",21,23,5,0.00266,0.002913,0.000633,0.005573
"('Clothing', 'SKSE (Skyrim Script Extender)')",85,27,2,0.010766,0.00342,0.000253,0.014186
"('Spanish', 'Magic - Potions')",45,14,2,0.0057,0.001773,0.000253,0.007473
"('Faction: College of Winterhold', 'Replacer')",8,255,1,0.001013,0.032299,0.000127,0.033312
"('NPCs', 'Utilities for Modders')",115,26,2,0.014566,0.003293,0.000253,0.017859
"('For male characters', 'Dawnguard')",180,33,6,0.022799,0.00418,0.00076,0.026979
"('Birthsigns', 'Locations - Caverns')",3,13,1,0.00038,0.001647,0.000127,0.002027
"('Magic - Potions', 'Dawnguard')",14,33,1,0.001773,0.00418,0.000127,0.005953
"('NPCs', 'User Interface')",115,39,1,0.014566,0.00494,0.000127,0.019506
"('For female characters', 'Utilities for Players')",209,63,3,0.026472,0.00798,0.00038,0.034452
"('German', 'Creatures - Rideable')",57,5,1,0.00722,0.000633,0.000127,0.007853
"('Compilation', 'Humor, Joke or Just for Fun')",16,58,1,0.002027,0.007346,0.000127,0.009373
"('Replacer', 'Quests')",255,25,1,0.032299,0.003167,0.000127,0.035465
"('Body models', 'Clothing')",31,85,8,0.003927,0.010766,0.001013,0.014693
"('Companion Friendly', 'Poses')",137,5,1,0.017353,0.000633,0.000127,0.017986
"('For female characters', 'Locations - Player-Owned')",209,51,3,0.026472,0.00646,0.00038,0.032932
"('Chargen', 'Items - Leveled')",26,15,2,0.003293,0.0019,0.000253,0.005193
"('Cheating', 'Plants / Foliage')",50,15,1,0.006333,0.0019,0.000127,0.008233
"('For male characters', 'Weapons')",180,176,35,0.022799,0.022293,0.004433,0.045092
"('Translation', 'Italian')",110,29,9,0.013933,0.003673,0.00114,0.017606
"('German', 'Japanese')",57,21,14,0.00722,0.00266,0.001773,0.00988
"('Armor - Shields', 'Utilities for Modders')",74,26,1,0.009373,0.003293,0.000127,0.012666
"('Animation - New', 'Utilities for Modders')",7,26,1,0.000887,0.003293,0.000127,0.00418
"('Companion Friendly', 'German')",137,57,15,0.017353,0.00722,0.0019,0.024573
"('Birthsigns', 'Utilities for Modders')",3,26,1,0.00038,0.003293,0.000127,0.003673
"('Animation - New', 'Locations - Caverns')",7,13,1,0.000887,0.001647,0.000127,0.002533
"('Items - Furniture', 'Locations - World Map')",19,34,3,0.002407,0.004307,0.00038,0.006713
"('Creatures', 'Magic - Spells')",46,80,9,0.005826,0.010133,0.00114,0.015959
"('Audio - Music', 'New Lands')",26,18,4,0.003293,0.00228,0.000507,0.005573
"('German', 'Items - Leveled')",57,15,1,0.00722,0.0019,0.000127,0.00912
"('New models', ""Modder's Resource"")",100,68,14,0.012666,0.008613,0.001773,0.021279
"('Items - Leveled', 'Utilities for Players')",15,63,1,0.0019,0.00798,0.000127,0.00988
"('Cheating', 'French')",50,41,1,0.006333,0.005193,0.000127,0.011526
"('Related to horses', 'Items - Clutter')",16,46,1,0.002027,0.005826,0.000127,0.007853
"('Lighting', 'New textures')",38,340,6,0.004813,0.043065,0.00076,0.047878
"('Related to vampires', 'Utilities for Players')",23,63,1,0.002913,0.00798,0.000127,0.010893
"('Related to Movies/TV/Other Games', 'Armor - Shields')",64,74,10,0.008106,0.009373,0.001267,0.017479
"('Translation', 'Spanish')",110,45,22,0.013933,0.0057,0.002787,0.019633
"('Performance Optimization', 'Locations - Buildings')",33,55,2,0.00418,0.006966,0.000253,0.011146
"('Compilation', 'Video')",16,11,1,0.002027,0.001393,0.000127,0.00342
"('Companion Friendly', 'Non-Playable Resource')",137,18,2,0.017353,0.00228,0.000253,0.019633
"('French', 'Clothing - Male')",41,47,2,0.005193,0.005953,0.000253,0.011146
"('German', 'Non-Playable Resource')",57,18,2,0.00722,0.00228,0.000253,0.0095
"('Hair', 'Not Safe For Work')",13,39,1,0.001647,0.00494,0.000127,0.006586
"('Locations - Player-Owned', 'Magic - Spells')",51,80,3,0.00646,0.010133,0.00038,0.016593
"('Environment - Water', 'Humor, Joke or Just for Fun')",10,58,1,0.001267,0.007346,0.000127,0.008613
"('Animation - Modified', 'Locations - Caverns')",17,13,1,0.002153,0.001647,0.000127,0.0038
"('Sexy/Skimpy', 'Spanish')",103,45,2,0.013046,0.0057,0.000253,0.018746
"('Fair and balanced', 'Hair')",292,13,5,0.036985,0.001647,0.000633,0.038632
"('Performance Optimization', 'Scripted Events')",33,23,2,0.00418,0.002913,0.000253,0.007093
"('Face models', 'Weapons')",37,176,4,0.004687,0.022293,0.000507,0.026979
"('Audio - Sound FX', 'New models')",40,100,5,0.005066,0.012666,0.000633,0.017733
"('Gameplay Effects/Changes', 'Leveled Lists')",168,21,13,0.021279,0.00266,0.001647,0.023939
"('For male characters', 'Hair')",180,13,4,0.022799,0.001647,0.000507,0.024446
"('Audio - Sound FX', 'Dragonborn')",40,41,1,0.005066,0.005193,0.000127,0.01026
"('Not Safe For Work', 'Tutorials for Players')",39,18,1,0.00494,0.00228,0.000127,0.00722
"('German', 'Magic - Spells')",57,80,7,0.00722,0.010133,0.000887,0.017353
"('Unrealistic', 'Items - Furniture')",57,19,1,0.00722,0.002407,0.000127,0.009626
"('English', 'Clothing')",459,85,34,0.058138,0.010766,0.004307,0.068904
"('Humor, Joke or Just for Fun', 'Not Lore-Friendly')",58,76,12,0.007346,0.009626,0.00152,0.016973
"('Polish', 'Armor - Shields')",23,74,1,0.002913,0.009373,0.000127,0.012286
"('Gameplay Effects/Changes', 'Locations - World Map')",168,34,6,0.021279,0.004307,0.00076,0.025586
"('New models', 'Dragonborn')",100,41,2,0.012666,0.005193,0.000253,0.017859
"('Companions', 'Utilities for Players')",85,63,1,0.010766,0.00798,0.000127,0.018746
"('Faction: Dark Brotherhood', 'For female characters')",5,209,1,0.000633,0.026472,0.000127,0.027106
"('Environment - Weather', 'Items - Leveled')",14,15,1,0.001773,0.0019,0.000127,0.003673
"('Hair', 'New models')",13,100,5,0.001647,0.012666,0.000633,0.014313
"('Humor, Joke or Just for Fun', 'User Interface')",58,39,3,0.007346,0.00494,0.00038,0.012286
"('Sexy/Skimpy', 'Dawnguard')",103,33,2,0.013046,0.00418,0.000253,0.017226
"('Races - Modified', 'Scripted Events')",31,23,2,0.003927,0.002913,0.000253,0.00684
"('Animation - Modified', 'Birthsigns')",17,3,1,0.002153,0.00038,0.000127,0.002533
"('Polish', 'Locations - World Map')",23,34,2,0.002913,0.004307,0.000253,0.00722
"('Environment - Weather', 'Locations - Buildings')",14,55,1,0.001773,0.006966,0.000127,0.00874
"('Audio - Voices', 'Russian')",22,28,1,0.002787,0.003547,0.000127,0.006333
"('Environment - Weather', 'Locations - Dungeons')",14,29,2,0.001773,0.003673,0.000253,0.005446
"('Items - Furniture', 'NPC Vendors')",19,33,4,0.002407,0.00418,0.000507,0.006586
"('Environment - Weather', 'Armor - Shields')",14,74,2,0.001773,0.009373,0.000253,0.011146
"('Companions', 'Leveled Lists')",85,21,1,0.010766,0.00266,0.000127,0.013426
"('For female characters', 'Environment - Other')",209,62,2,0.026472,0.007853,0.000253,0.034326
"('Locations - Dungeons', 'Magic - Spells')",29,80,6,0.003673,0.010133,0.00076,0.013806
"('Official', 'New Lands')",11,18,1,0.001393,0.00228,0.000127,0.003673
